4.917659666315680189e-01,-6.759688052216363818e-01,-1.109619641073468221e+00,-1.983721475300679549e+00,1.483910168746641833e+00,-1.319182062757296547e+00,-1.959120465963594127e+00,-6.046863765746481878e-01,-4.130456200190775640e+00,-4.645359717230290730e-01,6.112155525353900609e-01,-3.822731284277733899e-01,1.612685314627952948e+00,-1.218533043700822160e+00,9.300662259912585439e-01,-3.467310149820450604e-01,-1.550580358807552406e+00,-3.409256380999705627e-01,1.693769384670558376e+00,-6.961781886591911217e-01,0.000000000000000000e+00
-1.863991701500441467e+00,-4.759491553601386649e+00,-1.932064322371634058e+00,-3.909610534629103462e+00,-6.454491101875854397e-01,-4.363060374367501382e+00,-6.764969125272648043e+00,-2.515032633378260662e+00,-3.179328267621730930e+00,-2.607235193224575198e+00,-3.338847764432558485e+00,-4.481708193228573833e+00,-2.313844836009841366e+00,-4.302868523816126611e+00,-1.626457960336008091e+00,-1.895424610608460680e+00,-1.168477494134720018e+00,-2.148164558155750470e+00,-5.460504253632999294e+00,-1.766688033617151765e+00,0.000000000000000000e+00
2.593742481140482781e+00,3.573934051102755305e+00,3.717533565983806021e+00,4.601100963110742015e+00,3.629077845094860422e+00,4.341938158820632054e+00,4.747685446824923439e+00,3.440028183881389090e+00,4.526594702686002947e+00,4.333029611824856353e+00,3.583295992501439819e+00,2.515889434921514400e+00,5.075474168549421350e+00,3.190987207507019363e+00,4.218414017552621686e+00,4.170151600482636667e+00,2.742531213161324644e+00,3.525573441284443277e+00,5.576229164942382077e+00,5.087082036334118484e+00,0.000000000000000000e+00
2.578940414371488021e+00,3.196973314824221646e+00,2.243858662396892356e+00,-8.933148565591804147e-01,1.354843856553358705e+00,3.118290998213026022e+00,3.201473619625487821e+00,3.705308092175467749e+00,3.740001757598502508e+00,9.126802103319890946e-01,3.647564645998299326e+00,5.049284000372377790e+00,1.939156990578250861e+00,4.937694189490144048e+00,6.717690810994303874e+00,2.367402582544164247e+00,2.269500478273923427e+00,3.916195682163219338e+00,3.426701969316237495e+00,4.354353119099275915e+00,0.000000000000000000e+00
-4.822998904129756070e-01,1.497991193770460416e+00,2.123878415459826030e+00,2.003174126721107839e-02,2.634715690901334284e+00,-1.345193176149193315e+00,1.343881199434366902e-01,-8.957901943079378260e-01,-9.749030955956599076e-01,-3.192291838089784672e-01,1.699385478195394983e+00,2.266734948640236169e+00,1.833591858005740871e+00,8.789724464447381536e-01,1.775168876028385689e+00,3.528773523440925652e-01,6.238538296516707993e-01,-6.021575575820885540e-01,6.138821184612258675e-01,1.610445635924693253e+00,0.000000000000000000e+00
-4.538591826014217734e-01,1.703862314530604216e+00,2.369164982881232007e+00,2.098987870275586420e+00,2.920127602232387432e+00,8.536071023601610186e-02,-3.030532590418530958e-01,3.076820892660191431e-01,-8.375353255820658926e-01,9.846977607612692474e-01,1.655058334632494743e+00,1.152434039088562567e+00,1.939502637935986762e+00,-8.225062822847137856e-01,2.371639683690514477e+00,1.020712822623704774e+00,1.475797939791797520e+00,2.325265774703582089e-01,2.229385031004292195e+00,4.032425042742399768e+00,0.000000000000000000e+00
2.695994751179287441e+00,8.839944881206370786e-01,1.096593412713024573e+00,1.070988229768300659e+00,-7.575997352000189977e-01,3.341244958090673345e-01,9.321418545173065784e-02,-4.813819747045324782e-01,2.416422588275906058e+00,-6.883705985506693992e-03,1.668117170092902057e+00,1.629035449698142290e+00,1.164345185578586017e+00,6.720819907316288866e-02,2.115491883911509996e-01,-2.264431291422417392e-01,-1.516658382213773582e+00,-1.966686716586245609e-01,5.253069086695733025e-01,2.058593951602330385e+00,0.000000000000000000e+00
-2.450823197210511672e+00,-5.257668332241172138e-01,3.531423356322087592e-01,5.941307915689443275e-01,-1.836367988538549545e+00,5.595002182167274629e-02,-1.330158196060757136e+00,-1.834364853268598550e+00,-9.623082040492849654e-01,-3.667272870894386916e-01,1.569939925520070778e+00,-2.756480328601570440e-01,-3.710078845579041218e-01,-2.103398174431781342e+00,-1.451388689641269769e+00,-2.689137341756949517e+00,-7.618877458653090518e-01,4.415162945018957785e-02,9.614259921428102151e-01,-1.217859360529897073e+00,0.000000000000000000e+00
1.598375585944116661e+00,3.682150293666652807e+00,2.336817482909927080e+00,1.281252112859278647e+00,3.105784883747253922e+00,2.857266986188298219e+00,2.833483052839095073e+00,2.929632592135269498e-01,2.778218203837764300e+00,3.382571237654110163e+00,2.105799843835951091e+00,7.558176714487053749e-01,3.039268814085896331e+00,1.892683324188007221e+00,-1.283688534638873779e-01,1.449832707933185416e+00,2.024184403720796332e+00,1.134893080835718049e+00,3.681325506873543318e+00,2.716545155690401891e+00,0.000000000000000000e+00
2.240840647122291696e+00,2.648189835088607946e-01,1.625901590695244092e+00,6.023659413356973191e-01,9.039716598990026331e-01,5.658028952043741011e-01,7.653138991293204629e-01,1.745440053503547473e+00,8.402339494663157993e-02,9.018516278529622454e-01,1.192201045613413779e+00,-5.223812612370548614e-02,-4.340976506260152412e-02,1.267081386876378168e+00,7.056462324717727164e-02,-6.894144756384101846e-02,1.798242408692203753e+00,8.378634805291419463e-01,1.203848615304810465e+00,5.609145111448831100e-01,0.000000000000000000e+00
1.781556886053170308e+00,-2.954370119631836822e+00,-1.567958111414766931e+00,-6.708570652838263815e-01,-2.400147426805580686e+00,-4.169262838285308082e-01,-1.973341206921939150e-01,8.590926574373268787e-01,1.384825701390563157e+00,9.096783213277330749e-01,5.718480876674436608e-02,3.059876109474910510e-01,-7.901554104520491784e-02,-1.529029277854822455e+00,-1.172103040885525749e+00,-1.536130374743555072e+00,3.654405734684045282e-01,-2.906555320829795619e-01,-8.959233699380162452e-01,-1.173774749407183515e+00,0.000000000000000000e+00
